id,case_id,status,ai_recommendation,reason,created_at
APP-8eebac24,CASE-2183,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T07:16:04.296427
APP-53e75c1c,CASE-2184,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T11:16:04.296427
APP-7667fcf3,CASE-2186,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T08:16:04.296427
APP-ae0f55e3,CASE-2187,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T23:16:04.296427
APP-4b7f2e8c,CASE-2188,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T07:16:04.296427
APP-bd8a29b7,CASE-2189,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T08:16:04.296427
APP-edfa0711,CASE-2190,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T02:16:04.296427
APP-f4c2cf6c,CASE-2191,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T03:16:04.296427
APP-cd1465a8,CASE-2193,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T11:16:04.298440
APP-042e656f,CASE-2195,PENDING,"Recommend RETRY delay 30m. Amount ₹2,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T04:16:04.298440
APP-9876a079,CASE-2196,PENDING,"Recommend RETRY delay 30m. Amount ₹2,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T23:16:04.298440
APP-f93d136f,CASE-2197,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T19:16:04.298440
APP-b81caf0c,CASE-2198,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T10:16:04.298440
APP-d348b4cb,CASE-2199,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T11:16:04.299480
APP-1b094be2,CASE-2200,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T14:16:04.299480
APP-31d69396,CASE-2201,PENDING,"Recommend RETRY delay 30m. Amount ₹2,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T03:16:04.299480
APP-bb7285fb,CASE-2203,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T12:16:04.300382
APP-ccb42fa4,CASE-2204,PENDING,"Recommend RETRY delay 30m. Amount ₹2,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T02:16:04.300951
APP-583946ec,CASE-2205,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T05:16:04.300951
APP-04a71b90,CASE-2209,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T00:16:04.301483
APP-70a114c3,CASE-2210,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T23:16:04.301483
APP-aa7f4a55,CASE-2213,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T22:16:04.302136
APP-08e218b3,CASE-2214,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T21:16:04.302136
APP-7989989f,CASE-2215,PENDING,"Recommend RETRY delay 30m. Amount ₹2,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T09:16:04.302735
APP-1134b85a,CASE-2216,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T13:16:04.302735
APP-d6dfd87f,CASE-2217,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T17:16:04.302735
APP-6849af31,CASE-2218,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T05:16:04.303288
APP-ca799109,CASE-2219,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T18:16:04.303288
APP-6051653f,CASE-2220,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T16:16:04.303981
APP-515d6fb7,CASE-2221,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T00:16:04.303981
APP-51dd9271,CASE-2223,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T03:16:04.304551
APP-91e7d4c3,CASE-2226,PENDING,"Recommend RETRY delay 30m. Amount ₹2,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T06:16:04.305081
APP-f1bc1a82,CASE-2227,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T14:16:04.305616
APP-d8d37f43,CASE-2228,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T14:16:04.305616
APP-6e7bfbbd,CASE-2229,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T19:16:04.305616
APP-cb6264f0,CASE-2230,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T10:16:04.305616
APP-4b312bd2,CASE-2231,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T08:16:04.306195
APP-7d193c2c,CASE-2232,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T08:16:04.306195
APP-aad69b64,CASE-2233,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T11:16:04.306195
APP-3e08b328,CASE-2235,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T01:16:04.306807
APP-bfb6ee31,CASE-2236,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T18:16:04.306807
APP-86bde5ac,CASE-2237,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T00:16:04.306807
APP-414bdbe2,CASE-2238,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T12:16:04.306807
APP-e71ced2b,CASE-2239,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T06:16:04.307426
APP-642ad8f4,CASE-2240,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T06:16:04.307426
APP-76f880b1,CASE-2241,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T18:16:04.307426
APP-d25d34d4,CASE-2242,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T13:16:04.307426
APP-bc7f89ed,CASE-2243,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T20:16:04.307426
APP-716cde09,CASE-2244,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T00:16:04.307426
APP-d351258e,CASE-2245,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T14:16:04.307426
APP-4a82acf7,CASE-2246,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T03:16:04.307426
APP-2cf56687,CASE-2247,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T17:16:04.307426
APP-5cc62ea0,CASE-2248,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T08:16:04.307426
APP-1dfde127,CASE-2249,PENDING,"Recommend RETRY delay 30m. Amount ₹2,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T10:16:04.307426
APP-0569f589,CASE-2250,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T03:16:04.307426
APP-868e4ca1,CASE-2251,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T12:16:04.307426
APP-db1f6a7c,CASE-2252,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T03:16:04.307426
APP-882e798f,CASE-2253,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T10:16:04.307426
APP-f7173933,CASE-2254,PENDING,"Recommend RETRY delay 30m. Amount ₹2,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T00:16:04.307426
APP-12497ecf,CASE-2257,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T15:16:04.307426
APP-6767da9c,CASE-2258,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T13:16:04.307426
APP-d104d143,CASE-2259,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T05:16:04.307426
APP-09793262,CASE-2260,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T17:16:04.307426
APP-6c00153e,CASE-2261,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T10:16:04.307426
APP-8ee6e301,CASE-2262,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T23:16:04.307426
APP-3610ac81,CASE-2264,PENDING,"Recommend RETRY delay 30m. Amount ₹2,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T03:16:04.307426
APP-eccde809,CASE-2265,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T09:16:04.307426
APP-32032f3d,CASE-2266,PENDING,"Recommend RETRY delay 30m. Amount ₹2,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T15:16:04.307426
APP-93f4a11d,CASE-2267,PENDING,"Recommend RETRY delay 30m. Amount ₹2,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T11:16:04.307426
APP-c5b24ce0,CASE-2268,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T05:16:04.307426
APP-c9b260b6,CASE-2269,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T01:16:04.307426
APP-79f03d20,CASE-2270,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T16:16:04.307426
APP-d2d3e9d6,CASE-2271,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T02:16:04.307426
APP-276b665e,CASE-2272,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T22:16:04.307426
APP-87cc45ca,CASE-2273,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T11:16:04.314887
APP-3f6463cd,CASE-2274,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T01:16:04.314887
APP-9ed1200e,CASE-2275,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T17:16:04.315660
APP-1abed839,CASE-2276,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T14:16:04.315660
APP-faeea382,CASE-2277,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T17:16:04.316566
APP-1cf7d354,CASE-2278,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T04:16:04.316566
APP-e6fee7f8,CASE-2279,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T17:16:04.316566
APP-556a2a4f,CASE-2280,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T20:16:04.316566
APP-80e723e1,CASE-2281,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T03:16:04.316566
APP-94fe6b9b,CASE-2282,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T11:16:04.316566
APP-da81f37d,CASE-2283,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T05:16:04.318577
APP-eb59be28,CASE-2284,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T13:16:04.318577
APP-b89f4689,CASE-2286,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T14:16:04.318577
APP-11e42809,CASE-2287,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T06:16:04.318577
APP-475517d2,CASE-2288,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T15:16:04.318577
APP-3bac9964,CASE-2289,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T13:16:04.318577
APP-fef15317,CASE-2290,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T23:16:04.318577
APP-1d6a4a0c,CASE-2291,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T20:16:04.320609
APP-372bf133,CASE-2292,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T04:16:04.320609
APP-ca49f9b1,CASE-2294,PENDING,"Recommend RETRY delay 30m. Amount ₹2,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T07:16:04.320609
APP-c1f94358,CASE-2295,PENDING,"Recommend RETRY delay 30m. Amount ₹2,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T15:16:04.320609
APP-05dbefa7,CASE-2296,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T08:16:04.320609
APP-66ba9101,CASE-2297,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T07:16:04.320609
APP-f4e319cb,CASE-2299,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T13:16:04.320609
APP-32803307,CASE-2300,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T17:16:04.320609
APP-4cbc418b,CASE-2302,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T08:16:04.320609
APP-bde60f63,CASE-2303,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T03:16:04.320609
APP-28183c93,CASE-2304,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T04:16:04.320609
APP-bcf5b4c3,CASE-2305,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T11:16:04.325264
APP-4d113e40,CASE-2306,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T14:16:04.325264
APP-4bc5bae5,CASE-2308,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T09:16:04.325264
APP-8bafce11,CASE-2309,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T05:16:04.325264
APP-4539c406,CASE-2310,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T20:16:04.325264
APP-99b2b0cb,CASE-2313,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T06:16:04.325264
APP-b6970e92,CASE-2314,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T00:16:04.325264
APP-96860abf,CASE-2317,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T07:16:04.325264
APP-452d0571,CASE-2318,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T22:16:04.325264
APP-848c0cd8,CASE-2319,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T06:16:04.325264
APP-01bd9a43,CASE-2320,PENDING,"Recommend RETRY delay 30m. Amount ₹2,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T16:16:04.325264
APP-6c32bd6f,CASE-2322,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T21:16:04.325264
APP-c3147ea2,CASE-2324,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T06:16:04.325264
APP-0b7ff6e1,CASE-2326,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T23:16:04.325264
APP-15b16660,CASE-2329,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T19:16:04.330375
APP-3a667738,CASE-2330,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T15:16:04.330375
APP-6dd4ddd8,CASE-2331,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T14:16:04.330375
APP-88d9b3bb,CASE-2332,PENDING,"Recommend RETRY delay 30m. Amount ₹2,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T01:16:04.330375
APP-1f996e5f,CASE-2333,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T06:16:04.330375
APP-266c93ec,CASE-2334,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T21:16:04.330375
APP-3461093c,CASE-2335,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T19:16:04.330375
APP-6ddac5da,CASE-2336,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T08:16:04.330375
APP-9befc056,CASE-2337,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T16:16:04.330375
APP-5330b2a9,CASE-2338,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T10:16:04.330375
APP-2c600b54,CASE-2341,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T18:16:04.330375
APP-89663b62,CASE-2344,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T13:16:04.330375
APP-59ff0ef4,CASE-2345,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T00:16:04.330375
APP-89047a4a,CASE-2346,PENDING,"Recommend RETRY delay 30m. Amount ₹2,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T00:16:04.330375
APP-99b23be1,CASE-2347,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T20:16:04.330375
APP-b2f1a8c3,CASE-2348,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T18:16:04.330375
APP-3263ca7e,CASE-2349,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T03:16:04.335165
APP-5c187441,CASE-2350,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T06:16:04.335165
APP-17dd3d2d,CASE-2351,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T04:16:04.335165
APP-cbc02769,CASE-2352,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T22:16:04.335165
APP-7333800b,CASE-2353,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T15:16:04.335165
APP-b445d972,CASE-2354,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T22:16:04.335165
APP-f8c1722c,CASE-2355,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T01:16:04.335165
APP-ba925ea4,CASE-2357,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T04:16:04.336631
APP-2f9526f6,CASE-2358,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T05:16:04.336631
APP-fb2c60d8,CASE-2360,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T06:16:04.336631
APP-0b159fac,CASE-2361,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T09:16:04.336631
APP-4fc55315,CASE-2362,PENDING,"Recommend RETRY delay 30m. Amount ₹2,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T20:16:04.336631
APP-f071ff14,CASE-2363,PENDING,"Recommend RETRY delay 30m. Amount ₹2,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T10:16:04.336631
APP-ae12327f,CASE-2364,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T19:16:04.336631
